utt_id,text,h,s,b,dimmer,tag
993,낮 도서관에 흐린 분위기가 happy하게 다가온다,48,98,100,91,happy
994,천천히 오후 베란다에서 흐린 기운이 감싸는 느낌이다,200,88,79,63,focused
995,문득 거실의 안개낀 공기가 natural하게 느껴진다,35,46,78,73,natural
996,살며시 거실의 바람부는 공기가 tired하게 느껴진다,34,49,55,30,tired
997,문득 부엌의 맑은 공기가 happy하게 느껴진다,65,100,100,88,happy
998,조용히 사무실의 흐린 공기가 lonely하게 느껴진다,235,54,33,26,lonely
999,살며시 아침 서재에서 안개낀 기운이 스며드는 느낌이다,248,58,36,29,lonely
1000,낮 거실에 포근한 분위기가 sleepy하게 다가온다,218,44,21,31,sleepy
1001,오늘 파도 소리가 마음을 차분하게 한다 잊기 힘들다,65,37,82,76,natural
1002,어제 마음속이 공허하다 잊기 힘들다,236,70,39,28,lonely
1003,오늘 카페에서 조용히 책을 읽으니 평온하다,43,48,51,48,calm
1004,어제 하루 종일 걸어 다리가 무겁다 다시 생각난다,20,59,41,48,tired
1005,요즘 새소리가 귀에 맴돈다 다시 생각난다,59,37,81,84,natural
1006,말할 사람이 없어 허전하다 그래서 더 마음이 깊다,233,56,41,36,lonely
1007,오늘 사무실에서 너무 많은 일을 했다 다시 생각난다,23,48,35,34,tired
1008,어제 긴장감이 풀리자 피로가 몰려왔다 잊기 힘들다,14,41,42,39,tired
1009,오늘따라 연인이 더욱 특별하다 그래서 더 마음이 깊다,282,88,88,78,romantic
1010,새소리가 귀에 맴돈다 마음에 오래 남는다,46,49,92,81,natural
1011,오늘 파도 소리가 마음을 차분하게 한다 다시 생각난다,55,40,83,79,natural
1012,오늘 손을 잡으니 온기가 전해진다,32,77,73,64,warm
1013,어제 카페에서 조용히 책을 읽으니 평온하다,42,55,45,65,calm
1014,가끔 명상 속에서 숨결이 편안하다,57,56,42,46,calm
1015,오늘 시험을 앞두고 집중이 잘 된다 그래서 더 마음이 깊다,206,79,77,66,focused
1016,가끔 예상치 못한 상황에 긴장된다 다시 생각난다,184,74,50,48,anxious
1017,공기가 답답해 머리가 무겁다 다시 생각난다,357,46,24,43,uncomfortable
1018,요즘 계단을 오르니 숨이 가쁘다 마음에 오래 남는다,11,51,49,45,tired
1019,요즘 문제를 풀다 보니 몰입하게 된다 다시 생각난다,201,71,61,64,focused
1020,약속 시간을 지키지 않아 화가 난다 다시 생각난다,356,96,81,70,angry
1021,가끔 억울한 말을 들어 속이 끓는다 마음에 오래 남는다,358,100,84,68,angry
1022,밤공기를 마시며 걷자 차분해졌다 잊기 힘들다,23,46,42,58,calm
1023,어제 햇살이 나뭇잎 사이로 스며든다 마음에 오래 남는다,38,38,84,87,natural
1024,오늘 전화벨 소리에 가슴이 철렁한다 그래서 더 마음이 깊다,215,77,56,55,anxious
1025,어제 별빛이 반짝이는 저녁이 낭만적이다,288,97,81,73,romantic
1026,요즘 카페에서 조용히 책을 읽으니 평온하다 그래서 더 마음이 깊다,39,47,41,63,calm
1027,요즘 회의가 길어져서 짜증이 난다 그래서 더 마음이 깊다,4,100,78,78,angry
1028,어제 오늘 하루에 감사하다 잊기 힘들다,99,67,93,87,grateful
1029,어제 혼자 남겨진 듯한 기분이 든다 잊기 힘들다,227,46,32,32,sad
1030,오늘 시험을 앞두고 집중이 잘 된다 다시 생각난다,207,86,70,78,focused
1031,어제 오늘 아침에 눈을 뜨자마자 기분이 상쾌했다 다시 생각난다,69,85,100,91,happy
1032,가끔 빈 방에 있으니 쓸쓸하다 그래서 더 마음이 깊다,224,58,45,26,lonely
1033,어제 아침 공기를 마시며 달리니 상쾌하다,75,100,100,90,energetic
1034,오늘 가족의 배려가 감사하다 그래서 더 마음이 깊다,73,66,89,90,grateful
1035,가끔 빈 방에 있으니 쓸쓸하다 마음에 오래 남는다,246,63,45,27,lonely
1036,가끔 오늘따라 아내가 사랑스럽다 그래서 더 마음이 깊다,56,96,97,81,happy
1037,어제 기다리는 동안 손이 떨린다 그래서 더 마음이 깊다,215,62,61,51,anxious
1038,책을 읽다 그대로 잠들었다 마음에 오래 남는다,226,36,22,40,sleepy
1039,요즘 아침 공기를 마시며 달리니 상쾌하다 잊기 힘들다,66,97,100,93,energetic
1040,흙냄새가 코끝을 스친다,68,55,93,85,natural
1041,요즘 옆에 있어주는 것만으로도 설렌다 그래서 더 마음이 깊다,276,94,87,77,romantic
1042,밤새 잠이 오지 않아 머리가 무겁다 잊기 힘들다,223,31,29,31,sleepy
1043,가끔 가족과 함께 있으니 포근하다 그래서 더 마음이 깊다,28,89,85,64,warm
1044,눈이 따가워 집중하기 어렵다 다시 생각난다,356,54,39,41,uncomfortable
1045,명상 속에서 숨결이 편안하다 마음에 오래 남는다,54,40,59,54,calm
1046,손을 잡으니 온기가 전해진다 마음에 오래 남는다,26,76,86,74,warm
1047,오늘 버스가 그냥 지나쳐서 화가 났다 마음에 오래 남는다,0,95,85,72,angry
1048,요즘 아이들 웃음소리가 마음을 잔잔하게 한다 다시 생각난다,30,59,51,53,calm
1049,가끔 카페에서 조용히 책을 읽으니 평온하다 다시 생각난다,42,44,60,61,calm
1050,오늘 친구들과 함께 웃으니 즐겁다,74,89,98,86,happy
1051,오늘 버스가 그냥 지나쳐서 화가 났다 다시 생각난다,354,100,89,78,angry
1052,요즘 햇살이 나뭇잎 사이로 스며든다 잊기 힘들다,50,40,91,78,natural
1053,가끔 주변 소음이 거슬려 집중이 안 된다 잊기 힘들다,356,53,33,32,uncomfortable
1054,요즘 햇살이 나뭇잎 사이로 스며든다 마음에 오래 남는다,56,35,93,82,natural
1055,오늘 마음속이 공허하다 잊기 힘들다,226,53,37,44,lonely
1056,어제 가족의 배려가 감사하다 마음에 오래 남는다,76,69,84,80,grateful
1057,어제 가족과 함께 있으니 포근하다,22,82,82,73,warm
1058,가끔 좋은 소식을 들으니 마음이 밝다,75,84,91,77,happy
1059,요즘 오늘 아침에 눈을 뜨자마자 기분이 상쾌했다 잊기 힘들다,62,84,89,92,happy
1060,어제 마음속이 공허하다 그래서 더 마음이 깊다,236,51,30,29,lonely
1061,가끔 점심을 먹고 나니 졸음이 쏟아진다 잊기 힘들다,200,28,29,35,sleepy
1062,요즘 좋은 소식을 들으니 마음이 밝다 다시 생각난다,46,82,91,85,happy
1063,요즘 아이들 웃음소리가 마음을 잔잔하게 한다 그래서 더 마음이 깊다,44,50,56,57,calm
1064,요즘 점심을 먹고 나니 졸음이 쏟아진다 잊기 힘들다,216,25,25,37,sleepy
1065,사람들이 떠나간 거리가 적막하다 그래서 더 마음이 깊다,233,50,44,35,lonely
1066,오늘 오늘따라 아내가 사랑스럽다 잊기 힘들다,50,95,96,85,happy
1067,요즘 좋은 소식을 들으니 마음이 밝다,56,84,89,95,happy
1068,오늘 마음속이 공허하다 그래서 더 마음이 깊다,234,65,44,40,lonely
1069,요즘 새벽까지 깨어 있었더니 눈이 감긴다 마음에 오래 남는다,199,42,25,31,sleepy
1070,요즘 자녀들이 다 커서 믿음직하다 잊기 힘들다,54,85,95,82,happy
1071,오늘 호수 위를 걷자 마음이 고요해진다 잊기 힘들다,27,68,46,52,calm
1072,어제 약속 시간을 지키지 않아 화가 난다,15,97,79,79,angry
1073,가끔 버스가 그냥 지나쳐서 화가 났다,350,100,71,79,angry
1074,오늘 약속 시간을 지키지 않아 화가 난다 마음에 오래 남는다,351,100,89,76,angry
1075,어제 밤새 잠이 오지 않아 머리가 무겁다,205,25,25,33,sleepy
1076,가끔 마음속이 공허하다,214,55,39,42,lonely
1077,가끔 오늘 하루가 너무 힘들었다 그래서 더 마음이 깊다,205,66,30,34,sad
1078,가끔 잊고 싶은 기억이 떠오른다 그래서 더 마음이 깊다,200,72,37,30,sad
1079,어제 밤공기를 마시며 걷자 차분해졌다 그래서 더 마음이 깊다,53,43,58,61,calm
1080,문제를 풀다 보니 몰입하게 된다,191,86,67,61,focused
1081,가끔 시험을 앞두고 집중이 잘 된다 다시 생각난다,212,74,68,63,focused
1082,요즘 마음이 무겁고 울적하다 잊기 힘들다,226,48,39,46,sad
1083,오늘 좋은 음악을 들으니 힘이 난다 그래서 더 마음이 깊다,62,100,98,92,energetic
1084,오늘 아침 공기를 마시며 달리니 상쾌하다,78,97,100,92,energetic
1085,오늘 밤공기를 마시며 걷자 차분해졌다 그래서 더 마음이 깊다,52,43,51,53,calm
1086,가끔 옆에 있어주는 것만으로도 설렌다 다시 생각난다,285,94,78,71,romantic
1087,가끔 시험을 앞두고 집중이 잘 된다 마음에 오래 남는다,195,83,75,77,focused
1088,오늘 사무실에서 너무 많은 일을 했다 잊기 힘들다,32,51,45,44,tired
1089,가끔 몸이 축 처졌다 그래서 더 마음이 깊다,20,52,52,45,tired
1090,회의가 길어져서 짜증이 난다,346,97,87,68,angry
1091,가끔 전화벨 소리에 가슴이 철렁한다 다시 생각난다,211,72,49,59,anxious
1092,오늘 빈 방에 있으니 쓸쓸하다 잊기 힘들다,237,64,30,37,lonely
1093,요즘 오늘 하루가 너무 힘들었다 다시 생각난다,212,64,36,45,sad
1094,요즘 좋은 소식을 들으니 마음이 밝다 마음에 오래 남는다,67,95,100,84,happy
1095,몸이 가벼워 에너지가 넘친다 마음에 오래 남는다,72,100,100,97,energetic
1096,오늘 빈 방에 있으니 쓸쓸하다,234,53,35,27,lonely
1097,어제 운동을 마치니 기운이 솟는다 잊기 힘들다,59,99,99,92,energetic
1098,오늘 숲길을 걷다 보니 마음이 맑아진다,66,38,93,75,natural
1099,어제 밤공기를 마시며 걷자 차분해졌다,57,52,57,54,calm
1100,요즘 프로젝트에 몰두하니 시간 가는 줄 모른다 마음에 오래 남는다,188,81,75,73,focused
1101,가끔 몸이 가벼워 에너지가 넘친다 그래서 더 마음이 깊다,67,95,100,100,energetic
1102,가끔 밤공기를 마시며 걷자 차분해졌다 잊기 힘들다,46,63,44,64,calm
1103,요즘 숲길을 걷다 보니 마음이 맑아진다,59,44,85,84,natural
1104,어제 새로운 도전을 하니 활력이 돈다 그래서 더 마음이 깊다,74,100,100,97,energetic
1105,오늘 의자가 딱딱해 오래 앉아 있기 힘들다 잊기 힘들다,10,52,30,42,uncomfortable
1106,가끔 회의가 길어져서 짜증이 난다 그래서 더 마음이 깊다,14,100,72,81,angry
1107,하루 종일 걸어 다리가 무겁다,29,49,46,42,tired
1108,어제 몸이 축 처졌다 마음에 오래 남는다,25,58,35,36,tired
1109,오늘 하루에 감사하다 다시 생각난다,75,70,85,88,grateful
1110,어제 혼자 있는 시간이 길어져 외롭다 다시 생각난다,221,53,28,42,lonely
1111,어제 하루 종일 걸어 다리가 무겁다 잊기 힘들다,19,59,43,41,tired
1112,요즘 말할 사람이 없어 허전하다 잊기 힘들다,234,53,36,43,lonely
1113,가끔 하루 종일 걸어 다리가 무겁다 마음에 오래 남는다,25,47,55,30,tired
1114,햇살이 나뭇잎 사이로 스며든다 잊기 힘들다,37,42,89,72,natural
1115,오늘 사람들이 떠나간 거리가 적막하다 마음에 오래 남는다,221,63,39,26,lonely
1116,가끔 아이들 웃음소리가 마음을 잔잔하게 한다 마음에 오래 남는다,41,41,53,50,calm
1117,가끔 혼자 있는 시간이 길어져 외롭다 그래서 더 마음이 깊다,246,61,25,40,lonely
1118,가끔 음악이 흐르는 밤이 사랑스럽다 잊기 힘들다,272,99,95,66,romantic
1119,가끔 따뜻한 국을 먹으니 몸이 풀린다 그래서 더 마음이 깊다,23,89,90,71,warm
1120,가끔 기대가 무너져 허탈하다 마음에 오래 남는다,234,59,37,36,sad
1121,요즘 전화벨 소리에 가슴이 철렁한다 잊기 힘들다,208,78,60,45,anxious
1122,가끔 좋은 소식을 들으니 마음이 밝다 잊기 힘들다,56,91,89,77,happy
1123,어제 기대가 무너져 허탈하다 그래서 더 마음이 깊다,214,73,30,38,sad
1124,오늘 긴장감이 풀리자 피로가 몰려왔다 그래서 더 마음이 깊다,14,51,42,44,tired
1125,요즘 기대가 무너져 허탈하다 그래서 더 마음이 깊다,207,63,46,46,sad
1126,어제 프로젝트에 몰두하니 시간 가는 줄 모른다 잊기 힘들다,192,73,64,67,focused
1127,오늘 카페에서 조용히 책을 읽으니 평온하다 마음에 오래 남는다,20,55,47,59,calm
1128,오늘 따뜻한 국을 먹으니 몸이 풀린다 마음에 오래 남는다,24,95,71,74,warm
1129,오늘 생각이 정리되어 선명하다 다시 생각난다,197,88,63,69,focused
1130,어제 오늘 아침에 눈을 뜨자마자 기분이 상쾌했다 잊기 힘들다,76,91,93,76,happy
1131,가끔 카페에서 조용히 책을 읽으니 평온하다 그래서 더 마음이 깊다,50,44,41,56,calm
1132,가끔 밤공기를 마시며 걷자 차분해졌다 마음에 오래 남는다,49,68,45,46,calm
1133,가끔 자녀들이 다 커서 믿음직하다 마음에 오래 남는다,43,94,100,83,happy
1134,오늘 점심을 먹고 나니 졸음이 쏟아진다 다시 생각난다,229,27,25,25,sleepy
1135,어제 햇살이 비추니 마음이 녹는다 잊기 힘들다,43,79,78,57,warm
1136,오늘 오늘 아침에 눈을 뜨자마자 기분이 상쾌했다 잊기 힘들다,57,80,100,77,happy
1137,어제 잊고 싶은 기억이 떠오른다 마음에 오래 남는다,229,72,33,31,sad
1138,오늘 도움을 준 친구에게 고마움이 든다 마음에 오래 남는다,70,62,88,79,grateful
1139,시험을 앞두고 집중이 잘 된다 마음에 오래 남는다,197,74,72,60,focused
1140,요즘 응원의 말이 큰 힘이 된다 마음에 오래 남는다,95,79,85,84,grateful
1141,오늘 아침에 눈을 뜨자마자 기분이 상쾌했다 다시 생각난다,58,95,94,95,happy
1142,오늘 오늘 아침에 눈을 뜨자마자 기분이 상쾌했다,49,97,91,77,happy
1143,요즘 손을 잡으니 온기가 전해진다 다시 생각난다,27,80,85,64,warm
1144,가끔 빈 방에 있으니 쓸쓸하다,222,60,44,28,lonely
1145,어제 문제를 풀다 보니 몰입하게 된다 잊기 힘들다,211,86,75,72,focused
1146,오늘 눈이 따가워 집중하기 어렵다 잊기 힘들다,360,55,35,29,uncomfortable
1147,기다리는 동안 손이 떨린다 그래서 더 마음이 깊다,220,64,48,55,anxious
1148,가끔 혼자 남겨진 듯한 기분이 든다 잊기 힘들다,210,73,34,30,sad
1149,오늘 생각이 정리되어 선명하다 잊기 힘들다,196,89,79,68,focused
1150,가끔 공기가 답답해 머리가 무겁다 마음에 오래 남는다,7,47,25,28,uncomfortable
1151,어제 긴 하루 끝에 졸립다 다시 생각난다,195,38,27,24,sleepy
1152,마음이 무겁고 울적하다 다시 생각난다,218,52,32,52,sad
1153,요즘 빈 방에 있으니 쓸쓸하다,220,65,32,34,lonely
1154,요즘 오늘 사무실에서 너무 많은 일을 했다 다시 생각난다,38,54,45,38,tired
1155,가끔 숲길을 걷다 보니 마음이 맑아진다,70,52,80,83,natural
1156,요즘 응원의 말이 큰 힘이 된다 잊기 힘들다,84,67,86,78,grateful
1157,가끔 회의가 길어져서 짜증이 난다,350,100,79,85,angry
1158,오늘 계단을 오르니 숨이 가쁘다 마음에 오래 남는다,17,58,51,31,tired
1159,어제 친구들과 함께 웃으니 즐겁다 마음에 오래 남는다,68,99,100,82,happy
1160,가끔 친구들과 함께 웃으니 즐겁다,79,88,96,83,happy
1161,햇살이 비추니 마음이 녹는다 마음에 오래 남는다,32,92,78,66,warm
1162,어제 햇살이 비추니 마음이 녹는다 다시 생각난다,26,86,75,74,warm
1163,좋은 음악을 들으니 힘이 난다 잊기 힘들다,65,100,99,95,energetic
1164,빈 방에 있으니 쓸쓸하다 다시 생각난다,239,52,42,27,lonely
1165,가끔 응원의 말이 큰 힘이 된다 잊기 힘들다,84,75,90,85,grateful
1166,오늘 말할 사람이 없어 허전하다 다시 생각난다,234,51,32,35,lonely
1167,밤공기를 마시며 걷자 차분해졌다 다시 생각난다,33,41,41,46,calm
1168,요즘 새벽까지 깨어 있었더니 눈이 감긴다 잊기 힘들다,231,34,25,28,sleepy
1169,어제 오늘 하루가 너무 힘들었다 마음에 오래 남는다,218,45,34,30,sad
1170,가끔 공기가 답답해 머리가 무겁다 잊기 힘들다,8,53,35,29,uncomfortable
1171,가끔 혼자 남겨진 듯한 기분이 든다,223,47,48,49,sad
1172,카페에서 조용히 책을 읽으니 평온하다 잊기 힘들다,22,44,56,56,calm
1173,어제 숲길을 걷다 보니 마음이 맑아진다 마음에 오래 남는다,41,52,92,84,natural
1174,어제 호수 위를 걷자 마음이 고요해진다 잊기 힘들다,31,62,55,46,calm
1175,요즘 마음속이 공허하다 그래서 더 마음이 깊다,248,64,35,32,lonely
1176,요즘 마음속이 공허하다,244,53,33,29,lonely
1177,가끔 흙냄새가 코끝을 스친다,69,55,77,88,natural
1178,요즘 의자가 딱딱해 오래 앉아 있기 힘들다 마음에 오래 남는다,10,52,20,38,uncomfortable
1179,요즘 파도 소리가 마음을 차분하게 한다 잊기 힘들다,50,53,80,81,natural
1180,요즘 몸이 가벼워 에너지가 넘친다 잊기 힘들다,72,97,100,97,energetic
1181,오늘 오늘따라 연인이 더욱 특별하다 그래서 더 마음이 깊다,275,96,77,63,romantic
1182,오늘 별빛이 반짝이는 저녁이 낭만적이다 잊기 힘들다,278,97,84,66,romantic
1183,가끔 공기가 답답해 머리가 무겁다 다시 생각난다,15,49,24,31,uncomfortable
1184,요즘 가족과 함께 있으니 포근하다 그래서 더 마음이 깊다,15,82,90,75,warm
1185,가끔 호수 위를 걷자 마음이 고요해진다 잊기 힘들다,19,49,42,65,calm
1186,가끔 오늘 하루에 감사하다,85,61,82,92,grateful
1187,가끔 오늘따라 연인이 더욱 특별하다 마음에 오래 남는다,281,100,76,65,romantic
1188,가끔 말할 사람이 없어 허전하다 그래서 더 마음이 깊다,218,62,37,29,lonely
1189,어제 오늘따라 연인이 더욱 특별하다 마음에 오래 남는다,285,97,79,66,romantic
1190,요즘 명상 속에서 숨결이 편안하다 잊기 힘들다,50,46,46,58,calm
1191,요즘 오늘따라 아내가 사랑스럽다 마음에 오래 남는다,43,88,100,92,happy
1192,어제 오늘따라 아내가 사랑스럽다 잊기 힘들다,80,92,90,85,happy
1193,가끔 카페에서 조용히 책을 읽으니 평온하다,46,45,40,47,calm
1194,요즘 명상 속에서 숨결이 편안하다 다시 생각난다,50,53,53,57,calm
1195,요즘 혼자 있는 시간이 길어져 외롭다,210,53,31,38,lonely
1196,어제 마음이 무겁고 울적하다 그래서 더 마음이 깊다,216,53,46,34,sad
1197,요즘 따뜻한 국을 먹으니 몸이 풀린다 그래서 더 마음이 깊다,23,86,90,70,warm
1198,어제 억울한 말을 들어 속이 끓는다 잊기 힘들다,2,100,78,80,angry
1199,주변 소음이 거슬려 집중이 안 된다 다시 생각난다,7,60,39,25,uncomfortable
1200,햇살이 비추니 마음이 녹는다 그래서 더 마음이 깊다,27,79,75,67,warm
1201,오늘 새로운 도전을 하니 활력이 돈다 다시 생각난다,57,100,100,93,energetic
1202,오늘 혼자 있는 시간이 길어져 외롭다 다시 생각난다,238,70,32,28,lonely
1203,어제 기대가 무너져 허탈하다,216,71,39,41,sad
1204,가끔 좋은 음악을 들으니 힘이 난다,73,100,100,95,energetic
1205,프로젝트에 몰두하니 시간 가는 줄 모른다,211,70,75,76,focused
1206,요즘 오늘 아침에 눈을 뜨자마자 기분이 상쾌했다 다시 생각난다,42,89,92,88,happy
1207,요즘 친구들과 함께 웃으니 즐겁다 다시 생각난다,61,95,92,83,happy
1208,요즘 파도 소리가 마음을 차분하게 한다,44,55,82,72,natural
1209,가끔 긴 하루 끝에 졸립다 그래서 더 마음이 깊다,196,32,33,32,sleepy
1210,어제 몸이 축 처졌다 다시 생각난다,38,49,35,41,tired
1211,오늘 카페에서 조용히 책을 읽으니 평온하다 다시 생각난다,58,70,58,63,calm
1212,요즘 손을 잡으니 온기가 전해진다,40,92,75,62,warm
1213,어제 따뜻한 국을 먹으니 몸이 풀린다 잊기 힘들다,35,93,77,58,warm
1214,오늘 공기가 답답해 머리가 무겁다 다시 생각난다,355,55,39,36,uncomfortable
1215,오늘 옆에 있어주는 것만으로도 설렌다 그래서 더 마음이 깊다,276,91,83,74,romantic
1216,오늘 마음이 무겁고 울적하다,227,64,48,33,sad
1217,요즘 오늘따라 연인이 더욱 특별하다 다시 생각난다,279,92,94,73,romantic
1218,요즘 조용한 공간에서 연구에 빠져 있다 그래서 더 마음이 깊다,207,84,77,65,focused
1219,어제 사람들이 떠나간 거리가 적막하다 다시 생각난다,250,68,27,42,lonely
1220,오늘 음악이 흐르는 밤이 사랑스럽다 다시 생각난다,293,100,94,66,romantic
1221,긴 하루 끝에 졸립다,234,37,21,29,sleepy
1222,오늘 전화벨 소리에 가슴이 철렁한다 마음에 오래 남는다,211,67,54,56,anxious
1223,가끔 파도 소리가 마음을 차분하게 한다,42,49,78,88,natural
1224,오늘 하루에 감사하다 마음에 오래 남는다,91,65,89,93,grateful
1225,어제 책을 읽다 그대로 잠들었다 잊기 힘들다,195,38,29,36,sleepy
1226,가끔 마음속이 공허하다 그래서 더 마음이 깊다,237,62,44,37,lonely
1227,어제 버스가 그냥 지나쳐서 화가 났다,348,99,78,77,angry
1228,요즘 프로젝트에 몰두하니 시간 가는 줄 모른다 다시 생각난다,195,70,60,72,focused
1229,오늘 가족과 함께 있으니 포근하다 그래서 더 마음이 깊다,28,77,75,68,warm
1230,공기가 답답해 머리가 무겁다 잊기 힘들다,360,45,33,32,uncomfortable
1231,응원의 말이 큰 힘이 된다 마음에 오래 남는다,72,74,87,92,grateful
1232,오늘 아이들 웃음소리가 마음을 잔잔하게 한다 마음에 오래 남는다,16,66,43,50,calm
1233,몸이 축 처졌다 다시 생각난다,34,50,44,40,tired
1234,오늘 좋은 음악을 들으니 힘이 난다 마음에 오래 남는다,77,100,100,99,energetic
1235,요즘 아침 공기를 마시며 달리니 상쾌하다,86,97,100,91,energetic
1236,어제 마음이 무겁고 울적하다 마음에 오래 남는다,239,66,41,39,sad
1237,어제 좋은 소식을 들으니 마음이 밝다 다시 생각난다,66,99,94,84,happy
1238,요즘 공기가 답답해 머리가 무겁다 마음에 오래 남는다,359,58,37,27,uncomfortable
1239,어제 오늘따라 아내가 사랑스럽다 다시 생각난다,76,80,90,88,happy
1240,잊고 싶은 기억이 떠오른다 마음에 오래 남는다,230,64,44,26,sad
1241,요즘 숲길을 걷다 보니 마음이 맑아진다 다시 생각난다,63,48,78,85,natural
1242,요즘 자녀들이 다 커서 믿음직하다 마음에 오래 남는다,72,80,95,82,happy
1243,전화벨 소리에 가슴이 철렁한다,213,64,54,47,anxious
1244,오늘 혼자 남겨진 듯한 기분이 든다,220,48,37,36,sad
1245,요즘 새로운 도전을 하니 활력이 돈다 마음에 오래 남는다,50,98,100,98,energetic
1246,요즘 흙냄새가 코끝을 스친다,46,37,77,73,natural
1247,기다리는 동안 손이 떨린다,207,63,50,55,anxious
1248,어제 따뜻한 국을 먹으니 몸이 풀린다 마음에 오래 남는다,40,77,79,69,warm
1249,몸이 축 처졌다,18,60,52,44,tired
1250,요즘 하루 종일 걸어 다리가 무겁다,49,59,55,41,tired
1251,가끔 밤새 잠이 오지 않아 머리가 무겁다,196,36,25,29,sleepy
1252,오늘 새소리가 귀에 맴돈다 마음에 오래 남는다,32,54,80,85,natural
1253,책을 읽다 그대로 잠들었다 다시 생각난다,208,32,33,28,sleepy
1254,오늘 억울한 말을 들어 속이 끓는다 잊기 힘들다,350,96,86,68,angry
1255,가끔 기다리는 동안 손이 떨린다 잊기 힘들다,189,68,57,52,anxious
1256,요즘 기대가 무너져 허탈하다 다시 생각난다,235,52,38,25,sad
1257,요즘 책을 읽다 그대로 잠들었다 그래서 더 마음이 깊다,190,43,32,37,sleepy
1258,요즘 버스가 그냥 지나쳐서 화가 났다 그래서 더 마음이 깊다,14,97,75,82,angry
1259,요즘 오늘따라 아내가 사랑스럽다,52,99,92,87,happy
1260,오늘 오늘 하루가 너무 힘들었다 마음에 오래 남는다,224,68,44,38,sad
1261,어제 햇살이 비추니 마음이 녹는다 마음에 오래 남는다,27,82,72,63,warm
1262,가끔 아침 공기를 마시며 달리니 상쾌하다 잊기 힘들다,61,97,100,94,energetic
1263,오늘 책을 읽다 그대로 잠들었다 다시 생각난다,201,29,26,32,sleepy
1264,버스가 그냥 지나쳐서 화가 났다 마음에 오래 남는다,358,99,75,75,angry
1265,오늘 의자가 딱딱해 오래 앉아 있기 힘들다 다시 생각난다,354,53,29,41,uncomfortable
1266,요즘 혼자 있는 시간이 길어져 외롭다 잊기 힘들다,215,55,29,40,lonely
1267,오늘 회의가 길어져서 짜증이 난다 다시 생각난다,346,97,89,73,angry
1268,어제 자녀들이 다 커서 믿음직하다,69,84,99,83,happy
1269,요즘 생각이 정리되어 선명하다 그래서 더 마음이 깊다,202,89,68,80,focused
1270,가끔 새소리가 귀에 맴돈다 다시 생각난다,48,36,84,74,natural
1271,어제 오늘 사무실에서 너무 많은 일을 했다,12,42,55,41,tired
1272,운동을 마치니 기운이 솟는다 마음에 오래 남는다,59,100,95,93,energetic
1273,오늘 자녀들이 다 커서 믿음직하다 마음에 오래 남는다,48,89,97,87,happy
1274,가끔 손을 잡으니 온기가 전해진다 그래서 더 마음이 깊다,39,83,86,60,warm
1275,오늘 호수 위를 걷자 마음이 고요해진다 그래서 더 마음이 깊다,16,53,48,47,calm
1276,어제 하루 종일 걸어 다리가 무겁다,28,59,41,38,tired
1277,요즘 친구들과 함께 웃으니 즐겁다 잊기 힘들다,69,92,95,88,happy
1278,좋은 음악을 들으니 힘이 난다,64,100,100,98,energetic
1279,어제 오늘 사무실에서 너무 많은 일을 했다 잊기 힘들다,33,44,36,42,tired
1280,어제 응원의 말이 큰 힘이 된다 잊기 힘들다,78,78,87,84,grateful
1281,가끔 가족과 함께 있으니 포근하다 잊기 힘들다,15,82,81,73,warm
1282,좋은 소식을 들으니 마음이 밝다 마음에 오래 남는다,42,86,90,87,happy
1283,어제 명상 속에서 숨결이 편안하다 마음에 오래 남는다,17,43,48,47,calm
1284,가끔 자녀들이 다 커서 믿음직하다,73,82,97,79,happy
1285,가끔 억울한 말을 들어 속이 끓는다 다시 생각난다,11,99,77,73,angry
1286,가끔 음악이 흐르는 밤이 사랑스럽다 그래서 더 마음이 깊다,270,88,95,64,romantic
1287,요즘 약속 시간을 지키지 않아 화가 난다,353,95,86,71,angry
1288,가끔 카페에서 조용히 책을 읽으니 평온하다 잊기 힘들다,45,57,50,45,calm
1289,요즘 회의가 길어져서 짜증이 난다 마음에 오래 남는다,7,100,72,75,angry
1290,오늘 파도 소리가 마음을 차분하게 한다 마음에 오래 남는다,48,54,86,81,natural
1291,오늘 잊고 싶은 기억이 떠오른다 잊기 힘들다,232,53,45,35,sad
1292,몸이 가벼워 에너지가 넘친다 잊기 힘들다,80,100,100,95,energetic
1293,어제 좋은 음악을 들으니 힘이 난다,70,99,100,94,energetic
1294,가끔 말할 사람이 없어 허전하다 마음에 오래 남는다,234,58,26,37,lonely
1295,오늘 도움을 준 친구에게 고마움이 든다 다시 생각난다,93,70,94,85,grateful
1296,가끔 새벽까지 깨어 있었더니 눈이 감긴다,193,29,28,38,sleepy
1297,가끔 옆에 있어주는 것만으로도 설렌다 그래서 더 마음이 깊다,285,91,93,80,romantic
1298,요즘 기다리는 동안 손이 떨린다 그래서 더 마음이 깊다,191,62,58,57,anxious
1299,요즘 가족의 배려가 감사하다 마음에 오래 남는다,104,74,98,90,grateful
1300,가끔 프로젝트에 몰두하니 시간 가는 줄 모른다 그래서 더 마음이 깊다,198,73,66,60,focused
1301,요즘 생각이 정리되어 선명하다 마음에 오래 남는다,205,90,80,61,focused
1302,요즘 아이들 웃음소리가 마음을 잔잔하게 한다 마음에 오래 남는다,34,48,48,53,calm
1303,오늘 긴 하루 끝에 졸립다 다시 생각난다,209,43,27,35,sleepy
